block_id,block_start_time,block_end_time,rows,positive_count,positive_rate,p_adic_tree_scan_llr,tree_scan_depth,tree_scan_node,tree_scan_observed,tree_scan_expected,tree_scan_support_ok,p_adic_conditional_tree_scan_llr,conditional_tree_scan_depth,conditional_tree_scan_node,conditional_tree_scan_parent_node,conditional_tree_scan_observed,conditional_tree_scan_parent_observed,conditional_tree_scan_expected,conditional_tree_scan_support_ok,flat_tuple_scan_llr,marginal_column_scan_llr,reversed_hierarchy_tree_scan_llr,random_hierarchy_tree_scan_llr_seed_11,random_hierarchy_tree_scan_llr_seed_17,random_hierarchy_tree_scan_llr_seed_23,random_hierarchy_tree_scan_llr_seed_31,random_hierarchy_tree_scan_llr_seed_47,category_entropy_temporal,transaction_count_signal
57,1519902808.0,1519902904.0,1035,0,0.0,12.954075740937299,6,392795360660600054103,78,41.99058049841772,True,14.744450224633113,4,2273239158715,864231192,78,183,44.454940210865665,True,12.954075740937299,16.055243571152843,16.055243571152843,12.954075740937299,12.954075740937299,16.055243571152843,12.954075740937299,16.055243571152843,8.443481212454078,1035.0
58,1519902904.0,1519903047.0,1035,0,0.0,28.020899055107215,2,1,17,1.3085790792483987,True,26.474224192219282,2,1,1,17,433,1.460019267822736,True,25.819965825068792,25.6825158373273,25.819965825068792,28.021394527137765,28.021034185265226,25.819965825068792,25.819965825068792,25.819965825068792,8.089155231302703,1035.0
59,1519903047.0,1519903157.0,1034,0,0.0,13.286623608868751,6,392765483475398668918,440,359.8713794391702,True,6.48575170643465,5,864231192,864231192,111,116,99.11499272197962,True,13.286623608868751,12.082064505977058,13.286623608868751,13.286623608868751,13.286623608868751,13.286623608868751,13.286623608868751,13.286623608868751,7.947721649567415,1034.0
60,1519903157.0,1519903272.0,1035,0,0.0,20.06339320343683,6,392765483475398668918,459,360.2194175237342,True,6.547928253074131,3,15555937958,13148,13,477,3.9393019843434303,True,20.06339320343683,18.57200032020681,20.175645442313993,21.46941850979229,20.06339320343683,20.06339320343683,20.06339320343683,20.06339320343683,7.796453268257602,1035.0
61,1519903272.0,1519903427.0,1035,0,0.0,26.09463732817447,1,0,734,622.4783255637934,True,14.830398746385065,3,1037074801,13147,93,341,53.42932438907523,True,22.505910009763333,26.09463732817447,22.505910009763333,22.505910009763333,22.505910009763333,22.505910009763333,22.505910009763333,22.505910009763333,9.12169001460207,1035.0
62,1519903427.0,1519903596.0,1034,0,0.0,9.465598382226151,6,392765483477299948618,47,23.390773338607595,True,5.508769201090068,3,0,0,165,215,142.72008747725005,True,9.465598382226151,9.228611234397334,9.465598382226151,10.668226293274312,10.933913916874843,9.465598382226151,9.465598382226151,9.465598382226151,8.63484437648965,1034.0
63,1519903596.0,1519903739.0,1035,0,0.0,16.721475120618273,4,1037074801,86,43.81515014626246,True,13.615702728498604,3,1037074801,13147,86,316,49.51221849544801,True,16.392167465622116,16.407827481221283,16.392167465622116,16.392167465622116,16.392167465622116,16.392167465622116,16.392167465622116,16.392167465622116,8.336860076172595,1035.0
64,1519903739.0,1519903849.0,1035,0,0.0,7.3830866289543735,6,392765483477299948618,44,23.41339497626582,True,5.3139077251010445,3,0,0,117,149,98.90833969353608,True,7.3830866289543735,7.176590786912072,7.3830866289543735,7.3830866289543735,7.3830866289543735,7.3830866289543735,7.3830866289543735,7.3830866289543735,8.247528439841224,1035.0
65,1519903849.0,1519903983.0,1035,0,0.0,8.046311932409836,6,392765483477299948618,45,23.41339497626582,True,9.47535623895267,4,2273239158715,864231192,67,170,41.296938993700344,True,8.046311932409836,16.577085844943298,16.73913287281414,8.144023464299003,9.876822321114084,9.792421519318488,16.577085844943298,16.367359193160112,8.791904406039796,1035.0
66,1519903983.0,1519904110.0,1034,0,0.0,13.286623608868751,6,392765483475398668918,440,359.8713794391702,True,12.709536974618203,4,864231192,864231192,171,190,143.8414724410744,True,13.286623608868751,16.129758322398164,13.286623608868751,16.129758322398164,13.286623608868751,13.286623608868751,13.286623608868751,13.286623608868751,7.402004813409015,1034.0
67,1519904111.0,1519904237.0,1035,0,0.0,8.924734296886907,6,392765483489744688465,13,3.0563933939873418,True,9.209859913197285,3,15555937958,13148,13,363,2.9978335855695284,True,8.924734296886907,8.680006069554222,8.924734296886907,8.924734296886907,8.924734296886907,8.924734296886907,8.924734296886907,8.924734296886907,8.500979308386386,1035.0
68,1519904237.0,1519904380.0,1035,0,0.0,3.5184012662484285,2,26294,174,143.6736744628758,True,2.657992039414399,2,26294,0,174,645,148.8714605777481,True,1.7455189303550096,5.881902196585727,7.380638977287759,5.3877798261703855,5.241714072458587,1.7455189303550096,5.881902196585727,6.04736551152115,8.621443781655609,1035.0
